,short_name,long_name,age,dob,height_cm,weight_kg,nationality,Team,League,league_rank,overall,potential,wage_eur,FIFA Position,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,pace,shooting,passing,dribbling,defending,physic,Goals,General_Position,Appearances,Index
221,A. Ramsey,Aaron Ramsey,28,1990-12-26,183,76,Wales,Juventus,Italian Serie A,1.0,83,83,140000,"CM, CAM",Right,3,3,3,High/High,68.0,77.0,79.0,80.0,68.0,74.0,1,Midfielder,12,221
222,Illarramendi,Asier Illarramendi Andonegi,29,1990-03-08,179,75,Spain,Real Sociedad,Spain Primera Division,1.0,83,83,40000,"CDM, CM",Right,2,3,3,Medium/High,54.0,71.0,80.0,79.0,80.0,71.0,0,Midfielder,3,222
225,N. Otamendi,Nicolás Hernán Otamendi,31,1988-02-12,183,81,Argentina,Manchester City,English Premier League,1.0,83,83,140000,CB,Right,3,3,2,Medium/High,56.0,57.0,63.0,59.0,83.0,78.0,2,Defender,17,225
226,J. Cuadrado,Juan Guillermo Cuadrado Bello,31,1988-05-26,179,72,Colombia,Juventus,Italian Serie A,1.0,83,83,130000,"RM, RW",Right,3,3,5,High/Medium,91.0,72.0,77.0,88.0,66.0,67.0,1,Midfielder,20,226
227,I. Gueye,Idrissa Gana Gueye,29,1989-09-26,174,66,Senegal,Paris Saint-Germain,French Ligue 1,1.0,83,83,100000,CDM,Right,2,3,3,Medium/High,73.0,59.0,70.0,78.0,85.0,78.0,1,Midfielder,12,227
228,K. Kampl,Kevin Kampl,28,1990-10-09,178,67,Slovenia,RB Leipzig,German 1. Bundesliga,1.0,83,83,80000,"CM, CAM, CDM",Right,2,4,3,High/High,76.0,67.0,80.0,86.0,63.0,62.0,1,Midfielder,4,228
231,W. Ben Yedder,Wissam Ben Yedder,28,1990-08-12,170,68,France,AS Monaco,French Ligue 1,1.0,83,83,70000,ST,Right,2,5,4,High/High,84.0,82.0,77.0,85.0,39.0,61.0,10,Forward,17,231
232,F. Acerbi,Francesco Acerbi,31,1988-02-10,192,88,Italy,Lazio,Italian Serie A,1.0,83,83,60000,CB,Left,2,3,3,Medium/Medium,56.0,50.0,61.0,63.0,86.0,82.0,2,Defender,23,232
238,Oyarzabal,Mikel Oyarzabal Ugarte,22,1997-04-21,181,78,Spain,Real Sociedad,Spain Primera Division,1.0,82,89,40000,"LW, LM, RW",Left,1,3,3,High/Medium,75.0,82.0,79.0,83.0,39.0,61.0,7,Midfielder,22,238
240,Gabriel Jesus,Gabriel Fernando de Jesus,22,1997-04-03,175,73,Brazil,Manchester City,English Premier League,1.0,82,88,140000,ST,Right,2,3,4,High/High,85.0,80.0,72.0,86.0,39.0,71.0,9,Forward,22,240
242,A. Belotti,Andrea Belotti,25,1993-12-20,181,72,Italy,Torino,Italian Serie A,1.0,82,87,60000,ST,Right,3,5,3,High/High,77.0,81.0,57.0,77.0,41.0,82.0,9,Forward,20,242
245,L. Torreira,Lucas Torreira Di Pascua,23,1996-02-11,168,64,Uruguay,Arsenal,English Premier League,1.0,82,87,80000,"CDM, CM",Right,2,3,3,Medium/High,75.0,67.0,77.0,80.0,81.0,75.0,1,Midfielder,23,245
246,Rúben Neves,Rúben Diogo da Silva Neves,22,1997-03-13,180,80,Portugal,Wolverhampton Wanderers,English Premier League,1.0,82,87,90000,CM,Right,2,4,3,Medium/High,62.0,74.0,83.0,76.0,70.0,73.0,2,Midfielder,26,246
247,P. Kimpembe,Presnel Kimpembe,23,1995-08-13,189,80,France,Paris Saint-Germain,French Ligue 1,1.0,82,87,70000,CB,Left,2,3,2,High/High,75.0,39.0,67.0,67.0,81.0,83.0,0,Defender,10,247
248,S. Bergwijn,Steven Bergwijn,21,1997-10-08,178,78,Netherlands,PSV,Holland Eredivisie,1.0,82,87,20000,"RW, CAM, LW",Right,2,2,4,Medium/Medium,89.0,75.0,76.0,85.0,40.0,73.0,1,Forward,2,248
250,Nélson Semedo,Nélson Cabral Semedo,25,1993-11-16,177,67,Portugal,FC Barcelona,Spain Primera Division,1.0,82,87,150000,RB,Right,2,3,4,Medium/High,92.0,57.0,69.0,81.0,77.0,75.0,0,Defender,18,250
253,D. Rugani,Daniele Rugani,24,1994-07-29,190,84,Italy,Juventus,Italian Serie A,1.0,82,86,90000,CB,Right,2,3,2,Low/Medium,64.0,39.0,55.0,64.0,85.0,74.0,0,Defender,2,253
257,Gelson Martins,Gelson Dany Batalha Martins,24,1995-05-11,173,74,Portugal,AS Monaco,French Ligue 1,1.0,82,86,50000,"RM, RW",Right,3,3,5,High/Medium,95.0,71.0,74.0,86.0,47.0,61.0,2,Forward,16,257
260,K. Demirbay,Kerem Demirbay,25,1993-07-03,182,72,Germany,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,82,85,80000,CM,Left,2,4,4,Medium/Medium,67.0,74.0,82.0,84.0,64.0,70.0,0,Midfielder,14,260
261,J. Matip,Joël Andre Job Matip,27,1991-08-08,194,90,Cameroon,Liverpool,English Premier League,1.0,82,84,100000,CB,Right,2,2,2,Medium/Medium,61.0,46.0,68.0,67.0,83.0,76.0,1,Defender,7,261
266,Ricardo Pereira,Ricardo Domingos Barbosa Pereira,25,1993-10-06,175,70,Portugal,Leicester City,English Premier League,1.0,82,84,90000,"RB, RM",Right,3,4,3,High/High,86.0,64.0,77.0,81.0,79.0,73.0,3,Forward,25,266
270,Muniain,Iker Muniain Goñi,26,1992-12-19,170,66,Spain,Athletic Club de Bilbao,Spain Primera Division,1.0,82,83,30000,"CAM, LW",Right,2,3,4,Medium/Low,80.0,72.0,77.0,87.0,51.0,58.0,4,Forward,17,270
272,T. Delaney,Thomas Delaney,27,1991-09-03,182,79,Denmark,Borussia Dortmund,German 1. Bundesliga,1.0,82,83,80000,"CDM, CM",Left,2,4,3,High/High,77.0,73.0,74.0,75.0,83.0,82.0,0,Midfielder,6,272
275,Sergi Roberto,Sergio Roberto Carnicer,27,1992-02-07,178,68,Spain,FC Barcelona,Spain Primera Division,1.0,82,83,150000,"RB, RM, CM",Right,3,3,4,High/High,78.0,63.0,81.0,78.0,77.0,73.0,0,Midfielder,22,275
276,N. Schulz,Nico Schulz,26,1993-04-01,181,83,Germany,Borussia Dortmund,German 1. Bundesliga,1.0,82,83,80000,"LWB, LM, LB",Left,1,2,3,High/Medium,90.0,52.0,76.0,80.0,74.0,76.0,1,Midfielder,8,276
277,K. Volland,Kevin Volland,26,1992-07-30,179,83,Germany,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,82,83,90000,"ST, RW, LW",Left,2,4,3,High/High,76.0,84.0,79.0,79.0,41.0,83.0,9,Forward,22,277
278,Nacho Fernández,José Ignacio Fernández Iglesias,29,1990-01-18,180,76,Spain,Real Madrid,Spain Primera Division,1.0,82,83,160000,"CB, LB, RB",Right,2,4,2,Medium/High,74.0,37.0,66.0,64.0,81.0,79.0,1,Defender,5,278
279,Gabriel Paulista,Gabriel Armando de Abreu,28,1990-11-26,187,79,Brazil,Valencia CF,Spain Primera Division,1.0,82,83,50000,CB,Right,2,2,2,Low/High,71.0,49.0,69.0,65.0,83.0,81.0,1,Defender,22,279
280,J. Roussillon,Jérôme Roussillon,26,1993-01-06,175,80,France,VfL Wolfsburg,German 1. Bundesliga,1.0,82,83,60000,LB,Left,2,3,3,High/Medium,89.0,65.0,76.0,80.0,78.0,78.0,1,Defender,20,280
281,H. Maguire,Harry Maguire,26,1993-03-05,194,100,England,Manchester United,English Premier League,1.0,82,83,120000,CB,Right,1,3,2,High/High,50.0,53.0,64.0,69.0,81.0,84.0,1,Defender,26,281
282,T. Hazard,Thorgan Hazard,26,1993-03-29,175,71,Belgium,Borussia Dortmund,German 1. Bundesliga,1.0,82,83,90000,"RM, LM, CF",Right,2,4,4,High/Medium,82.0,77.0,80.0,86.0,47.0,64.0,4,Midfielder,21,282
283,E. Forsberg,Emil Forsberg,27,1991-10-23,179,74,Sweden,RB Leipzig,German 1. Bundesliga,1.0,82,83,70000,"CAM, LM",Right,2,4,4,Medium/Medium,70.0,71.0,81.0,83.0,33.0,62.0,4,Forward,15,283
285,M. Politano,Matteo Politano,25,1993-08-03,171,67,Italy,Inter,Italian Serie A,1.0,82,83,80000,"RM, ST",Left,2,4,4,High/Medium,84.0,77.0,78.0,84.0,42.0,57.0,0,Forward,13,285
289,Aduriz,Aritz Aduriz Zubeldia,38,1981-02-11,182,78,Spain,Athletic Club de Bilbao,Spain Primera Division,1.0,82,82,30000,ST,Right,3,3,3,High/Medium,61.0,82.0,64.0,75.0,49.0,74.0,1,Forward,12,289
290,Jesús Navas,Jesús Navas González,33,1985-11-21,170,60,Spain,Sevilla FC,Spain Primera Division,1.0,82,82,30000,"RM, RB",Right,2,2,4,High/Medium,87.0,69.0,77.0,83.0,69.0,53.0,0,Midfielder,24,290
291,Santi Cazorla,Santiago Cazorla González,34,1984-12-13,168,65,Spain,Villarreal CF,Spain Primera Division,1.0,82,82,40000,"CM, CDM, LM",Right,3,5,4,High/Low,56.0,73.0,85.0,83.0,65.0,58.0,8,Midfielder,21,291
293,L. Biglia,Lucas Rodrigo Biglia,33,1986-01-30,178,63,Argentina,Milan,Italian Serie A,1.0,82,82,50000,"CDM, CM",Right,3,4,3,Medium/High,55.0,63.0,81.0,81.0,77.0,68.0,0,Midfielder,7,293
296,Juan Mata,Juan Manuel Mata García,31,1988-04-28,170,63,Spain,Manchester United,English Premier League,1.0,82,82,130000,"CAM, RM",Left,3,3,4,Medium/Medium,62.0,74.0,83.0,83.0,36.0,47.0,0,Midfielder,16,296
297,O. Giroud,Olivier Giroud,32,1986-09-30,193,92,France,Chelsea,English Premier League,1.0,82,82,140000,ST,Left,3,3,3,Medium/Medium,46.0,81.0,71.0,72.0,42.0,79.0,0,Forward,6,297
299,Willian,Willian Borges da Silva,30,1988-08-09,175,78,Brazil,Chelsea,English Premier League,1.0,82,82,140000,"RW, LW",Right,3,4,4,High/High,85.0,78.0,80.0,85.0,49.0,60.0,4,Midfielder,25,299
304,A. Kolarov,Aleksandar Kolarov,33,1985-11-10,187,81,Serbia,Roma,Italian Serie A,1.0,82,82,50000,LB,Left,2,3,3,High/Medium,69.0,74.0,81.0,76.0,82.0,79.0,5,Defender,21,304
305,M. Balotelli,Mario Barwuah Balotelli,28,1990-08-12,189,88,Italy,Brescia,Italian Serie A,1.0,82,82,30000,ST,Right,4,4,4,Medium/Low,76.0,82.0,73.0,79.0,24.0,76.0,5,Forward,17,305
308,B. Dost,Bas Dost,30,1989-05-31,196,89,Netherlands,Sporting CP,Portuguese Liga ZON SAGRES,1.0,82,82,20000,ST,Right,3,3,2,Medium/Medium,50.0,82.0,57.0,66.0,45.0,80.0,5,Forward,14,308
309,G. Bonaventura,Giacomo Bonaventura,29,1989-08-22,181,75,Italy,Milan,Italian Serie A,1.0,82,82,60000,"CM, LW",Right,3,3,4,High/Medium,73.0,77.0,82.0,82.0,72.0,69.0,2,Midfielder,14,309
311,L. de Jong,Luuk de Jong,28,1990-08-27,188,86,Netherlands,Sevilla FC,Spain Primera Division,1.0,82,82,30000,ST,Right,2,3,2,Medium/High,56.0,79.0,71.0,69.0,51.0,78.0,4,Forward,21,311
313,Ander Herrera,Ander Herrera Agüera,29,1989-08-14,182,73,Spain,Paris Saint-Germain,French Ligue 1,1.0,82,82,100000,"CM, CDM",Right,3,4,3,High/High,70.0,72.0,78.0,80.0,82.0,77.0,0,Midfielder,6,313
314,X. Shaqiri,Xherdan Shaqiri,27,1991-10-10,169,72,Switzerland,Liverpool,English Premier League,1.0,82,82,120000,"RW, RM",Left,3,4,5,Medium/Medium,80.0,77.0,81.0,85.0,46.0,69.0,1,Midfielder,6,314
318,T. Meunier,Thomas Meunier,27,1991-09-12,191,90,Belgium,Paris Saint-Germain,French Ligue 1,1.0,82,82,90000,"RB, RM",Right,2,4,3,High/High,79.0,75.0,77.0,75.0,78.0,84.0,0,Defender,10,318
319,K. Bellarabi,Karim Bellarabi,29,1990-04-08,184,81,Germany,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,82,82,90000,RW,Right,3,3,4,High/Medium,92.0,76.0,74.0,85.0,34.0,71.0,3,Midfielder,19,319
320,J. Lingard,Jesse Lingard,26,1992-12-15,175,62,England,Manchester United,English Premier League,1.0,82,82,130000,"CAM, RW",Right,2,3,4,High/High,80.0,78.0,76.0,83.0,58.0,72.0,0,Midfielder,20,320
322,J. Vardy,Jamie Vardy,32,1987-01-11,179,74,England,Leicester City,English Premier League,1.0,82,82,110000,ST,Right,3,3,3,High/High,88.0,81.0,65.0,74.0,55.0,75.0,17,Forward,24,322
323,D. Zapata,Duván Esteban Zapata Banguera,28,1991-04-01,189,88,Colombia,Atalanta,Italian Serie A,1.0,82,82,80000,ST,Right,2,4,3,High/Medium,71.0,81.0,56.0,76.0,37.0,83.0,8,Forward,14,323
324,Morales,José Luis Morales Nogales,31,1987-07-23,180,70,Spain,Levante UD,Spain Primera Division,1.0,82,82,40000,"ST, LM",Right,2,4,4,High/Medium,89.0,81.0,76.0,85.0,58.0,69.0,1,Midfielder,24,324
331,H. Aouar,Houssem Aouar,21,1998-06-30,175,70,France,Olympique Lyonnais,French Ligue 1,1.0,81,89,60000,CM,Right,1,3,4,High/Medium,79.0,71.0,79.0,83.0,66.0,67.0,2,Midfielder,14,331
332,T. Ndombele,Tanguy Ndombèlé Alvaro,22,1996-12-28,181,76,France,Tottenham Hotspur,English Premier League,1.0,81,89,90000,"CM, CDM",Right,1,3,4,Medium/Medium,80.0,65.0,78.0,87.0,70.0,78.0,2,Midfielder,16,332
337,Dani Ceballos,Daniel Ceballos Fernández,22,1996-08-07,179,70,Spain,Arsenal,English Premier League,1.0,81,87,80000,"CM, LM, CDM",Right,2,3,4,High/Medium,69.0,67.0,79.0,84.0,68.0,68.0,0,Midfielder,12,337
338,Pablo Fornals,Pablo Fornals Malla,23,1996-02-22,178,67,Spain,West Ham United,English Premier League,1.0,81,87,80000,"CAM, CM, LM",Right,1,3,4,High/Medium,67.0,76.0,79.0,80.0,71.0,68.0,1,Midfielder,24,338
339,E. Can,Emre Can,25,1994-01-12,184,82,Germany,Juventus,Italian Serie A,1.0,81,86,110000,"CM, CDM",Right,2,4,3,Medium/Medium,70.0,68.0,77.0,79.0,81.0,84.0,0,Midfielder,8,339
344,G. Xhaka,Granit Xhaka,26,1992-09-27,185,82,Switzerland,Arsenal,English Premier League,1.0,81,84,90000,"CM, CDM",Left,3,3,3,Medium/Medium,51.0,67.0,81.0,71.0,69.0,78.0,0,Midfielder,20,344
346,G. Kondogbia,Geoffrey Kondogbia,26,1993-02-15,188,80,Central African Republic,Valencia CF,Spain Primera Division,1.0,81,84,40000,"CM, CDM",Left,2,2,4,High/Medium,69.0,73.0,76.0,79.0,78.0,88.0,1,Midfielder,14,346
347,M. Sabitzer,Marcel Sabitzer,25,1994-03-17,177,77,Austria,RB Leipzig,German 1. Bundesliga,1.0,81,84,60000,"CAM, CM",Right,2,4,3,High/High,74.0,80.0,76.0,80.0,57.0,77.0,7,Midfielder,22,347
348,L. Shaw,Luke Shaw,23,1995-07-12,181,75,England,Manchester United,English Premier League,1.0,81,84,100000,LB,Left,2,2,3,High/Medium,82.0,54.0,75.0,80.0,80.0,78.0,0,Defender,15,348
351,W. Ndidi,Onyinye Wilfred Ndidi,22,1996-12-16,183,74,Nigeria,Leicester City,English Premier League,1.0,81,84,70000,"CDM, CM",Right,1,4,3,Medium/High,71.0,62.0,67.0,74.0,83.0,82.0,2,Midfielder,21,351
353,W. Orban,Vilmos Tamás Orban,26,1992-11-03,186,83,Hungary,RB Leipzig,German 1. Bundesliga,1.0,81,83,60000,CB,Right,2,3,2,Medium/High,52.0,37.0,52.0,56.0,82.0,80.0,1,Defender,9,353
355,Y. Poulsen,Yussuf Yurary Poulsen,25,1994-06-15,193,78,Denmark,RB Leipzig,German 1. Bundesliga,1.0,81,83,60000,ST,Right,2,3,3,High/High,83.0,74.0,67.0,75.0,56.0,82.0,3,Forward,17,355
357,M. Ginter,Matthias Ginter,25,1994-01-19,191,89,Germany,Borussia Mönchengladbach,German 1. Bundesliga,1.0,81,83,30000,"CB, CDM",Right,2,3,2,Medium/Medium,62.0,58.0,69.0,65.0,82.0,77.0,0,Defender,18,357
358,R. Guerreiro,Raphaël Adelino José Guerreiro,25,1993-12-22,170,71,Portugal,Borussia Dortmund,German 1. Bundesliga,1.0,81,83,80000,"LM, LB, CM",Left,3,2,4,Medium/Medium,73.0,75.0,82.0,85.0,66.0,57.0,5,Defender,17,358
360,Thiago Mendes,Thiago Henrique Mendes Ribeiro,27,1992-03-15,177,80,Brazil,Olympique Lyonnais,French Ligue 1,1.0,81,83,70000,"CDM, CM",Right,1,3,4,High/Medium,78.0,70.0,78.0,79.0,77.0,74.0,0,Midfielder,14,360
361,A. Izzo,Armando Izzo,27,1992-03-02,183,78,Italy,Torino,Italian Serie A,1.0,81,83,50000,CB,Right,1,4,2,Medium/Medium,68.0,33.0,48.0,65.0,83.0,75.0,1,Defender,21,361
368,Gerard Moreno,Gerard Moreno Balagueró,27,1992-04-07,180,77,Spain,Villarreal CF,Spain Primera Division,1.0,81,82,50000,"ST, CF",Left,1,4,3,High/Medium,76.0,79.0,66.0,78.0,45.0,69.0,10,Forward,22,368
369,W. Weghorst,Wout Weghorst,26,1992-08-07,197,84,Netherlands,VfL Wolfsburg,German 1. Bundesliga,1.0,81,82,60000,ST,Right,1,3,3,High/High,63.0,80.0,59.0,69.0,39.0,83.0,10,Forward,21,369
372,J. Milner,James Philip Milner,33,1986-01-04,175,70,England,Liverpool,English Premier League,1.0,81,81,100000,"CM, LB",Right,2,4,3,High/High,61.0,70.0,82.0,77.0,77.0,78.0,2,Midfielder,16,372
378,L. Koscielny,Laurent Koscielny,33,1985-09-10,186,75,France,FC Girondins de Bordeaux,French Ligue 1,1.0,81,81,40000,CB,Right,3,3,2,Low/High,60.0,43.0,63.0,64.0,82.0,74.0,0,Defender,15,378
382,A. Guardado,José Andrés Guardado Hernández,32,1986-09-28,169,67,Mexico,Real Betis,Spain Primera Division,1.0,81,81,30000,"CM, CDM, LM",Left,3,2,4,Medium/Medium,68.0,68.0,81.0,82.0,72.0,68.0,0,Forward,17,382
383,L. Piszczek,Łukasz Piszczek,34,1985-06-03,184,79,Poland,Borussia Dortmund,German 1. Bundesliga,1.0,81,81,80000,RB,Right,3,4,2,Medium/Medium,77.0,68.0,75.0,73.0,82.0,78.0,1,Defender,17,383
384,K. Gameiro,Kévin Gameiro,32,1987-05-09,172,70,France,Valencia CF,Spain Primera Division,1.0,81,81,50000,ST,Right,3,4,3,Medium/Medium,85.0,79.0,74.0,77.0,43.0,67.0,0,Midfielder,0,384
385,D. Payet,Dimitri Payet,32,1987-03-29,175,77,France,Olympique de Marseille,French Ligue 1,1.0,81,81,50000,"CAM, LW",Right,3,4,4,High/Low,71.0,77.0,82.0,81.0,38.0,67.0,5,Midfielder,14,385
390,M. Sissoko,Moussa Sissoko,29,1989-08-16,187,91,France,Tottenham Hotspur,English Premier League,1.0,81,81,100000,"CM, CDM",Right,2,3,3,High/High,80.0,70.0,78.0,79.0,79.0,89.0,2,Midfielder,20,390
391,M. Parolo,Marco Parolo,34,1985-01-25,184,75,Italy,Lazio,Italian Serie A,1.0,81,81,50000,"CDM, CM",Right,2,4,3,High/High,64.0,76.0,76.0,75.0,79.0,79.0,0,Midfielder,15,391
392,Fernando,Fernando Francisco Reges,31,1987-07-25,183,76,Brazil,Sevilla FC,Spain Primera Division,1.0,81,81,20000,"CDM, CM",Right,2,2,3,Medium/Medium,61.0,62.0,71.0,70.0,81.0,82.0,0,Midfielder,22,392
398,Marcos Alonso,Marcos Alonso Mendoza,28,1990-12-28,188,87,Spain,Chelsea,English Premier League,1.0,81,81,110000,"LB, LWB",Left,2,3,3,High/Low,66.0,73.0,79.0,77.0,79.0,79.0,1,Midfielder,8,398
399,H. Mkhitaryan,Henrikh Mkhitaryan,30,1989-01-21,177,75,Armenia,Arsenal,English Premier League,1.0,81,81,90000,"RM, CAM, RW",Right,3,5,4,High/High,78.0,76.0,78.0,83.0,55.0,66.0,4,Midfielder,11,399
401,A. Florenzi,Alessandro Florenzi,28,1991-03-11,173,67,Italy,Roma,Italian Serie A,1.0,81,81,50000,"RB, RW, LW",Right,3,3,4,High/Medium,82.0,77.0,76.0,80.0,77.0,73.0,0,Midfielder,14,401
413,N. Barella,Nicolò Barella,22,1997-02-07,175,68,Italy,Inter,Italian Serie A,1.0,80,88,60000,"CM, CAM",Right,2,3,3,Medium/High,76.0,66.0,78.0,80.0,74.0,69.0,1,Midfielder,18,413
414,J. Gomez,Joe Gomez,22,1997-05-23,188,77,England,Liverpool,English Premier League,1.0,80,88,70000,"CB, RB",Right,1,3,3,Medium/Medium,81.0,30.0,64.0,68.0,79.0,76.0,0,Defender,17,414
415,A. Christensen,Andreas Christensen,23,1996-04-10,187,81,Denmark,Chelsea,English Premier League,1.0,80,87,80000,CB,Right,2,3,2,Low/Medium,68.0,31.0,63.0,68.0,82.0,72.0,0,Defender,13,415
417,Y. Tielemans,Youri Tielemans,22,1997-05-07,176,72,Belgium,Leicester City,English Premier League,1.0,80,87,80000,"CM, CDM",Right,2,5,4,Medium/Medium,63.0,78.0,82.0,78.0,68.0,67.0,3,Midfielder,25,417
419,Carlos Soler,Carlos Soler Barragán,22,1997-01-02,180,76,Spain,Valencia CF,Spain Primera Division,1.0,80,87,40000,"RM, CM",Right,1,4,3,Medium/Medium,77.0,74.0,81.0,78.0,62.0,68.0,2,Midfielder,15,419
420,M. Caldara,Mattia Caldara,25,1994-05-05,187,80,Italy,Milan,Italian Serie A,1.0,80,86,40000,CB,Right,2,3,2,Medium/High,64.0,34.0,46.0,63.0,83.0,74.0,0,Defender,1,420
421,H. Winks,Harry Winks,23,1996-02-02,176,74,England,Tottenham Hotspur,English Premier League,1.0,80,86,80000,"CM, CDM",Right,1,3,3,Medium/High,70.0,58.0,77.0,83.0,71.0,66.0,0,Midfielder,21,421
423,Diogo Jota,Diogo José Teixeira da Silva,22,1996-12-04,178,73,Portugal,Wolverhampton Wanderers,English Premier League,1.0,80,86,80000,"CF, LW",Right,2,5,4,High/High,83.0,77.0,70.0,84.0,53.0,76.0,3,Forward,22,423
425,F. Mendy,Ferland Mendy,24,1995-06-08,180,73,France,Real Madrid,Spain Primera Division,1.0,80,86,110000,LB,Left,1,5,4,High/Medium,89.0,64.0,73.0,79.0,75.0,81.0,0,Defender,15,425
426,Melendo,Óscar Melendo Jiménez,21,1997-08-23,167,63,Spain,RCD Espanyol,Spain Primera Division,1.0,80,86,30000,"RM, LM, CAM",Left,1,3,3,Medium/Medium,82.0,71.0,77.0,82.0,55.0,61.0,0,Midfielder,12,426
430,B. Mendy,Benjamin Mendy,24,1994-07-17,185,85,France,Manchester City,English Premier League,1.0,80,85,100000,LB,Left,2,3,3,High/Low,81.0,51.0,77.0,77.0,77.0,77.0,0,Defender,12,430
434,Rony Lopes,Marcos Paulo Mesquita Lopes,23,1995-12-28,174,68,Portugal,Sevilla FC,Spain Primera Division,1.0,80,85,20000,"LM, LW",Left,2,3,4,High/Medium,79.0,75.0,76.0,83.0,30.0,57.0,0,Midfielder,2,434
438,Odriozola,Álvaro Odriozola Arzalluz,23,1995-12-14,176,66,Spain,Real Madrid,Spain Primera Division,1.0,80,85,110000,RB,Right,1,3,3,High/Medium,89.0,53.0,71.0,77.0,77.0,69.0,0,Defender,4,438
440,Sergi Darder,Sergi Darder Moll,25,1993-12-22,180,71,Spain,RCD Espanyol,Spain Primera Division,1.0,80,84,30000,"CM, CDM",Right,2,3,4,Medium/Low,45.0,69.0,79.0,80.0,66.0,67.0,2,Midfielder,23,440
441,K. Zouma,Kurt Happy Zouma,24,1994-10-27,190,96,France,Chelsea,English Premier League,1.0,80,84,80000,CB,Right,2,3,2,Medium/Medium,64.0,51.0,59.0,55.0,78.0,83.0,0,Defender,21,441
442,L. Paredes,Leandro Daniel Paredes,25,1994-06-29,180,75,Argentina,Paris Saint-Germain,French Ligue 1,1.0,80,84,80000,"CM, CDM",Right,2,4,4,Medium/Medium,71.0,67.0,81.0,79.0,72.0,74.0,1,Midfielder,11,442
445,André Gomes,André Filipe Tavares Gomes,25,1993-07-30,188,84,Portugal,Everton,English Premier League,1.0,80,84,80000,"CDM, CM",Right,3,4,4,Medium/Medium,65.0,71.0,78.0,80.0,73.0,80.0,0,Midfielder,8,445
447,J. Weigl,Julian Weigl,23,1995-09-08,186,72,Germany,Borussia Dortmund,German 1. Bundesliga,1.0,80,84,60000,"CDM, CB",Right,3,3,3,Medium/Medium,61.0,47.0,75.0,76.0,78.0,66.0,1,Midfielder,13,447
448,V. Rongier,Valentin Rongier,24,1994-12-07,172,70,France,FC Nantes,French Ligue 1,1.0,80,84,30000,"CM, CAM",Right,2,4,3,Medium/High,64.0,73.0,76.0,80.0,75.0,62.0,0,Midfielder,17,448
449,Yeray,Yeray Álvarez López,24,1995-01-24,183,78,Spain,Athletic Club de Bilbao,Spain Primera Division,1.0,80,84,20000,CB,Right,2,3,2,Medium/Medium,62.0,49.0,58.0,61.0,81.0,74.0,0,Defender,22,449
452,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,25,1993-08-15,175,70,England,Liverpool,English Premier League,1.0,80,83,90000,"CM, RM",Right,2,4,4,High/High,82.0,73.0,78.0,84.0,66.0,73.0,3,Midfielder,18,452
454,A. Mandi,Aïssa Mandi,27,1991-10-22,184,78,Algeria,Real Betis,Spain Primera Division,1.0,80,83,30000,CB,Right,1,3,2,High/Medium,66.0,46.0,74.0,70.0,81.0,72.0,0,Defender,20,454
455,Deulofeu,Gerard Deulofeu Lázaro,25,1994-03-13,177,73,Spain,Watford,English Premier League,1.0,80,83,80000,"CF, RW, LW",Right,3,4,4,High/Low,88.0,73.0,75.0,87.0,30.0,56.0,4,Midfielder,26,455
456,Bernat,Juan Bernat Velasco,26,1993-03-01,170,67,Spain,Paris Saint-Germain,French Ligue 1,1.0,80,83,80000,"LB, LM",Left,2,3,4,High/Medium,82.0,61.0,78.0,85.0,74.0,66.0,0,Defender,12,456
458,M. Keane,Michael Keane,26,1993-01-11,191,82,England,Everton,English Premier League,1.0,80,83,80000,CB,Right,2,3,2,Medium/High,60.0,49.0,62.0,66.0,80.0,79.0,1,Defender,20,458
460,Samu Castillejo,Samuel Castillejo Azuaga,24,1995-01-18,182,67,Spain,Milan,Italian Serie A,1.0,80,83,40000,"RM, LM, CM",Left,2,2,4,Medium/High,82.0,73.0,78.0,82.0,43.0,52.0,0,Midfielder,12,460
463,E. Bailly,Eric Bertrand Bailly,25,1994-04-12,186,77,Ivory Coast,Manchester United,English Premier League,1.0,80,83,100000,CB,Right,2,3,3,Medium/High,76.0,42.0,58.0,62.0,79.0,80.0,0,Defender,1,463
465,M. Lazzari,Manuel Lazzari,25,1993-11-29,174,67,Italy,Lazio,Italian Serie A,1.0,80,83,50000,RM,Right,1,3,3,High/High,88.0,62.0,76.0,81.0,54.0,62.0,0,Midfielder,18,465
466,M. Lanzini,Manuel Lanzini,26,1993-02-15,167,59,Argentina,West Ham United,English Premier League,1.0,80,82,90000,"CAM, CM, LM",Right,2,3,4,Medium/Medium,77.0,72.0,78.0,85.0,32.0,50.0,0,Midfielder,19,466
471,M. Hinteregger,Martin Hinteregger,26,1992-09-07,184,83,Austria,Eintracht Frankfurt,German 1. Bundesliga,1.0,80,82,40000,CB,Left,2,3,2,High/Medium,68.0,61.0,64.0,59.0,81.0,80.0,6,Defender,20,471
475,J. Guilavogui,Josuha Guilavogui,28,1990-09-19,188,77,France,VfL Wolfsburg,German 1. Bundesliga,1.0,80,81,50000,"CDM, CM",Right,2,3,2,Medium/High,59.0,59.0,67.0,65.0,83.0,79.0,0,Midfielder,22,475
