,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,pace,shooting,passing,dribbling,defending,physic
129,Iago Aspas,Iago Aspas Juncal,32,1987-08-01,176,67,Spain,RC Celta,Spain Primera Division,1.0,84,84,46000,"ST, RW",Left,2,4,3,High/High,82.0,85.0,78.0,86.0,35.0,63.0
130,J. Corona,Jesús Manuel Corona Ruíz,27,1993-01-06,173,62,Mexico,FC Porto,Portuguese Liga ZON SAGRES,1.0,84,84,25000,"RM, RB",Right,3,5,4,High/Medium,84.0,68.0,78.0,88.0,77.0,60.0
131,I. Gueye,Idrissa Gana Gueye,30,1989-09-26,174,66,Senegal,Paris Saint-Germain,French Ligue 1,1.0,84,84,105000,"CDM, CM",Right,2,3,3,Medium/High,69.0,61.0,71.0,78.0,85.0,79.0
132,D. Alaba,David Olatukunbo Alaba,28,1992-06-24,180,78,Austria,FC Bayern München,German 1. Bundesliga,1.0,84,84,105000,"CB, LB",Left,4,4,3,Medium/Medium,77.0,70.0,81.0,79.0,83.0,76.0
133,Isco,Francisco Román Alarcón Suárez,28,1992-04-21,176,79,Spain,Real Madrid,Spain Primera Division,1.0,84,84,210000,"CAM, CM, LW",Right,3,3,4,Medium/Low,68.0,75.0,82.0,90.0,59.0,59.0
134,Pizzi,Luís Miguel Afonso Fernandes,30,1989-10-06,177,72,Portugal,SL Benfica,Portuguese Liga ZON SAGRES,1.0,84,84,25000,"RM, CM",Right,3,4,3,High/Medium,75.0,78.0,83.0,83.0,65.0,68.0
135,W. Ben Yedder,Wissam Ben Yedder,29,1990-08-12,170,68,France,AS Monaco,French Ligue 1,1.0,84,84,91000,ST,Right,2,5,4,High/High,84.0,83.0,77.0,87.0,39.0,63.0
136,J. Iličić,Josip Iličić,32,1988-01-29,190,79,Slovenia,Atalanta,Italian Serie A,1.0,84,84,92000,"CF, ST",Left,3,4,4,Medium/Medium,70.0,86.0,84.0,85.0,43.0,68.0
137,R. Jiménez,Raúl Alonso Jiménez Rodríguez,29,1991-05-05,188,81,Mexico,Wolverhampton Wanderers,English Premier League,1.0,84,84,140000,ST,Right,3,4,3,High/High,78.0,82.0,76.0,82.0,49.0,83.0
138,Felipe,Felipe Augusto de Almeida Monteiro,31,1989-05-16,190,83,Brazil,Atlético Madrid,Spain Primera Division,1.0,84,84,74000,CB,Right,3,3,2,Medium/High,62.0,41.0,58.0,61.0,86.0,86.0
139,N. Tagliafico,Nicolás Alejandro Tagliafico,27,1992-08-31,172,65,Argentina,Ajax,Holland Eredivisie,1.0,84,84,27000,LB,Left,3,2,3,High/High,82.0,56.0,73.0,76.0,82.0,79.0
140,F. Valverde,Federico Santiago Valverde Dipetta,21,1998-07-22,182,78,Uruguay,Real Madrid,Spain Primera Division,1.0,83,90,135000,CM,Right,1,3,3,High/High,86.0,74.0,78.0,79.0,77.0,80.0
141,M. Ødegaard,Martin Ødegaard,21,1998-12-17,178,68,Norway,Real Madrid,Spain Primera Division,1.0,83,89,135000,"CAM, CM, RM",Left,3,2,5,Medium/Medium,78.0,75.0,84.0,85.0,58.0,63.0
142,O. Dembélé,Ousmane Dembélé,23,1997-05-15,178,67,France,FC Barcelona,Spain Primera Division,1.0,83,89,175000,"LW, RW",Left,3,5,5,High/Medium,92.0,77.0,77.0,87.0,36.0,56.0
143,Gayà,José Luís Gayà Peña,25,1995-05-25,172,66,Spain,Valencia CF,Spain Primera Division,1.0,83,88,46000,LB,Left,2,3,4,High/Medium,84.0,61.0,78.0,80.0,79.0,70.0
144,T. Strakosha,Thomas Strakosha,25,1995-03-19,193,78,Albania,Lazio,Italian Serie A,1.0,83,88,57000,GK,Right,1,2,1,Medium/Medium,,,,,,
145,Pau López,Pau López Sabata,25,1994-12-13,189,77,Spain,Roma,Italian Serie A,1.0,83,88,52000,GK,Left,1,3,1,Medium/Medium,,,,,,
146,J. Gomez,Joe Gomez,23,1997-05-23,188,77,England,Liverpool,English Premier League,1.0,83,88,93000,CB,Right,2,3,3,Medium/Medium,82.0,30.0,66.0,69.0,83.0,80.0
147,S. Bergwijn,Steven Bergwijn,22,1997-10-08,178,78,Netherlands,Tottenham Hotspur,English Premier League,1.0,83,88,105000,"LM, LW, RM",Right,2,2,4,High/Medium,87.0,79.0,78.0,85.0,39.0,72.0
148,F. Mendy,Ferland Mendy,25,1995-06-08,180,73,France,Real Madrid,Spain Primera Division,1.0,83,88,160000,LB,Left,1,5,4,High/High,92.0,64.0,76.0,79.0,78.0,82.0
149,A. Wan-Bissaka,Aaron Wan-Bissaka,22,1997-11-26,183,72,England,Manchester United,English Premier League,1.0,83,88,115000,"RB, RWB",Right,1,2,4,Medium/High,86.0,51.0,68.0,80.0,82.0,74.0
150,A. Hakimi,Achraf Hakimi Mouh,21,1998-11-04,181,73,Morocco,Inter,Italian Serie A,1.0,83,88,92000,RM,Right,1,2,3,High/Medium,94.0,70.0,76.0,82.0,72.0,76.0
151,A. Romagnoli,Alessio Romagnoli,25,1995-01-12,188,78,Italy,Milan,Italian Serie A,1.0,83,87,51000,CB,Left,2,3,2,Medium/High,70.0,40.0,56.0,69.0,85.0,78.0
152,D. Alli,Bamidele Alli,24,1996-04-11,188,80,England,Tottenham Hotspur,English Premier League,1.0,83,87,105000,"CAM, CM",Right,3,3,4,High/High,72.0,80.0,79.0,83.0,71.0,79.0
153,D. van de Beek,Donny van de Beek,23,1997-04-18,184,74,Netherlands,Manchester United,English Premier League,1.0,83,87,125000,"CM, CAM",Right,3,3,3,High/Medium,70.0,80.0,78.0,78.0,72.0,80.0
154,D. Zakaria,Denis Lemi Zakaria Lako Lado,23,1996-11-20,190,80,Switzerland,Borussia Mönchengladbach,German 1. Bundesliga,1.0,83,87,45000,"CDM, CB, CM",Right,1,3,3,Medium/Medium,83.0,64.0,75.0,77.0,81.0,85.0
155,Gabriel Jesus,Gabriel Fernando de Jesus,23,1997-04-03,175,73,Brazil,Manchester City,English Premier League,1.0,83,87,150000,ST,Right,2,3,4,High/High,85.0,82.0,72.0,87.0,42.0,71.0
156,S. Umtiti,Samuel Yves Umtiti,26,1993-11-14,182,75,France,FC Barcelona,Spain Primera Division,1.0,83,86,170000,CB,Left,3,3,2,Medium/Medium,66.0,62.0,69.0,69.0,83.0,79.0
157,M. Kovačić,Mateo Kovačić,26,1994-05-06,176,80,Croatia,Chelsea,English Premier League,1.0,83,86,120000,"CM, CDM",Right,3,4,4,High/High,75.0,69.0,83.0,88.0,69.0,70.0
158,João Cancelo,João Pedro Cavaco Cancelo,26,1994-05-27,182,74,Portugal,Manchester City,English Premier League,1.0,83,86,140000,RB,Right,2,3,4,High/Medium,86.0,65.0,79.0,83.0,77.0,70.0
159,Nélson Semedo,Nélson Cabral Semedo,26,1993-11-16,177,67,Portugal,FC Barcelona,Spain Primera Division,1.0,83,86,170000,RB,Right,2,3,4,Medium/High,92.0,57.0,69.0,82.0,77.0,76.0
160,K. Casteels,Koen Casteels,28,1992-06-25,197,86,Belgium,VfL Wolfsburg,German 1. Bundesliga,1.0,83,85,53000,GK,Left,2,2,1,Medium/Medium,,,,,,
161,A. Lopes,Anthony Lopes,29,1990-10-01,184,81,Portugal,Olympique Lyonnais,French Ligue 1,1.0,83,85,69000,GK,Left,2,2,1,Medium/Medium,,,,,,
162,M. Sabitzer,Marcel Sabitzer,26,1994-03-17,178,76,Austria,RB Leipzig,German 1. Bundesliga,1.0,83,85,73000,"CM, CAM",Right,3,4,3,High/High,80.0,83.0,80.0,80.0,65.0,78.0
163,Diego Carlos,Diego Carlos Santos Silva,27,1993-03-15,185,86,Brazil,Sevilla FC,Spain Primera Division,1.0,83,85,39000,CB,Right,2,4,3,Medium/High,77.0,47.0,63.0,67.0,82.0,83.0
164,K. Manolas,Konstantinos Manolas,29,1991-06-14,189,83,Greece,Napoli,Italian Serie A,1.0,83,84,84000,CB,Right,3,2,2,Low/High,82.0,25.0,42.0,60.0,85.0,79.0
165,J. Matip,Joël Andre Job Matip,28,1991-08-08,194,90,Cameroon,Liverpool,English Premier League,1.0,83,84,115000,CB,Right,2,2,2,Medium/Medium,60.0,46.0,68.0,68.0,85.0,78.0
166,Juan Bernat,Juan Bernat Velasco,27,1993-03-01,170,67,Spain,Paris Saint-Germain,French Ligue 1,1.0,83,84,95000,"LB, LM",Left,2,3,4,High/Medium,81.0,64.0,79.0,83.0,76.0,67.0
167,N. Fekir,Nabil Fekir,26,1993-07-18,173,75,France,Real Betis,Spain Primera Division,1.0,83,84,38000,"CAM, RM, ST",Left,3,4,4,High/Medium,79.0,82.0,81.0,87.0,38.0,79.0
168,Z. Ibrahimović,Zlatan Ibrahimović,38,1981-10-03,195,95,Sweden,Milan,Italian Serie A,1.0,83,83,49000,ST,Right,5,4,5,Medium/Low,52.0,88.0,77.0,79.0,34.0,77.0
169,João Moutinho,João Filipe Iria Santos Moutinho,33,1986-09-08,170,61,Portugal,Wolverhampton Wanderers,English Premier League,1.0,83,83,110000,CM,Right,3,4,3,High/High,56.0,75.0,86.0,83.0,72.0,66.0
170,S. Mandanda,Steve Mandanda,35,1985-03-28,185,82,France,Olympique de Marseille,French Ligue 1,1.0,83,83,28000,GK,Right,3,3,1,Medium/Medium,,,,,,
171,G. Higuaín,Gonzalo Gerardo Higuaín,32,1987-12-10,186,89,Argentina,Inter Miami,USA Major League Soccer,1.0,83,83,17000,ST,Right,4,4,3,High/Medium,65.0,85.0,71.0,80.0,31.0,69.0
172,Renato Augusto,Renato Soares de Oliveira Augusto,32,1988-02-08,186,86,Brazil,Beijing Sinobo Guoan FC,Chinese Super League,1.0,83,83,33000,"CM, CAM, LM",Right,2,4,4,High/High,71.0,79.0,82.0,81.0,72.0,77.0
173,C. Vela,Carlos Alberto Vela Garrido,31,1989-03-01,177,77,Mexico,Los Angeles FC,USA Major League Soccer,1.0,83,83,17000,"RW, LW, CAM",Left,3,2,4,High/Low,80.0,82.0,78.0,84.0,31.0,67.0
174,B. Matuidi,Blaise Matuidi,33,1987-04-09,180,75,France,Inter Miami,USA Major League Soccer,1.0,83,83,14000,"CDM, CM",Left,3,2,2,Medium/High,75.0,66.0,75.0,77.0,82.0,79.0
175,J. Vertonghen,Jan Bert Lieve Vertonghen,33,1987-04-24,189,86,Belgium,SL Benfica,Portuguese Liga ZON SAGRES,1.0,83,83,21000,"CB, LB",Left,3,3,3,High/High,58.0,62.0,72.0,71.0,85.0,78.0
176,G. Bale,Gareth Frank Bale,30,1989-07-16,185,82,Wales,Tottenham Hotspur,English Premier League,1.0,83,83,130000,RW,Left,4,3,4,Medium/Medium,88.0,84.0,82.0,80.0,58.0,73.0
177,Marcelo,Marcelo Vieira da Silva Júnior,32,1988-05-12,174,75,Brazil,Real Madrid,Spain Primera Division,1.0,83,83,170000,LB,Left,4,4,5,High/Low,79.0,73.0,80.0,88.0,76.0,76.0
178,R. Nainggolan,Radja Nainggolan,32,1988-05-04,176,65,Belgium,Inter,Italian Serie A,1.0,83,83,125000,"CAM, CM, CF",Right,3,3,3,High/High,71.0,80.0,80.0,83.0,83.0,81.0
179,E. Banega,Éver Maximiliano David Banega,32,1988-06-29,174,71,Argentina,Al Shabab,Saudi Abdul L. Jameel League,1.0,83,83,55000,"CM, CDM",Right,3,4,4,High/Medium,63.0,74.0,84.0,82.0,76.0,70.0
180,E. Džeko,Edin Džeko,34,1986-03-17,193,80,Bosnia Herzegovina,Roma,Italian Serie A,1.0,83,83,81000,ST,Right,3,5,2,Medium/Medium,59.0,84.0,71.0,75.0,46.0,73.0
181,A. Vidal,Arturo Erasmo Vidal Pardo,33,1987-05-22,180,75,Chile,Inter,Italian Serie A,1.0,83,83,125000,"CM, CDM, CAM",Right,4,4,3,High/High,65.0,79.0,79.0,78.0,83.0,86.0
182,Yuri Berchiche,Yuri Berchiche Izeta,30,1990-02-10,181,80,Spain,Athletic Club de Bilbao,Spain Primera Division,1.0,83,83,35000,LB,Left,2,3,3,High/Medium,83.0,68.0,76.0,76.0,80.0,83.0
183,Fernando,Fernando Francisco Reges,32,1987-07-25,183,76,Brazil,Sevilla FC,Spain Primera Division,1.0,83,83,39000,"CDM, CM",Right,2,3,3,Medium/Medium,66.0,62.0,74.0,73.0,82.0,82.0
184,K. Trippier,Kieran Trippier,29,1990-09-19,173,71,England,Atlético Madrid,Spain Primera Division,1.0,83,83,71000,RB,Right,2,4,3,High/Medium,73.0,60.0,81.0,77.0,79.0,72.0
185,I. Gündoğan,İlkay Gündoğan,29,1990-10-24,180,80,Germany,Manchester City,English Premier League,1.0,83,83,160000,"CM, CDM",Right,3,4,4,High/Medium,66.0,74.0,84.0,84.0,72.0,71.0
186,Paulinho,José Paulo Bezzera Maciel Júnior,31,1988-07-25,183,80,Brazil,Guangzhou Evergrande Taobao FC,Chinese Super League,1.0,83,83,39000,"CM, CAM, CDM",Right,3,4,4,High/High,72.0,82.0,77.0,82.0,80.0,85.0
187,Oscar,Oscar dos Santos Emboaba Júnior,28,1991-09-09,179,66,Brazil,Shanghai SIPG FC,Chinese Super League,1.0,83,83,25000,"CAM, CM, LW",Right,3,3,4,High/High,78.0,79.0,83.0,83.0,58.0,65.0
188,K. Trapp,Kevin Trapp,29,1990-07-08,189,88,Germany,Eintracht Frankfurt,German 1. Bundesliga,1.0,83,83,35000,GK,Right,2,4,1,Medium/Medium,,,,,,
189,Coutinho,Philippe Coutinho Correia,28,1992-06-12,172,68,Brazil,FC Barcelona,Spain Primera Division,1.0,83,83,190000,"CAM, LW, CM",Right,4,4,5,Medium/Medium,72.0,79.0,82.0,89.0,52.0,59.0
190,Muniain,Iker Muniain Goñi,27,1992-12-19,170,66,Spain,Athletic Club de Bilbao,Spain Primera Division,1.0,83,83,41000,"LW, CAM, RW",Right,2,3,4,Medium/Low,81.0,75.0,80.0,87.0,51.0,60.0
191,L. Hrádecký,Lukáš Hrádecký,30,1989-11-24,192,82,Finland,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,83,83,63000,GK,Right,2,3,1,Medium/Medium,,,,,,
192,A. Lacazette,Alexandre Lacazette,29,1991-05-28,176,77,France,Arsenal,English Premier League,1.0,83,83,125000,ST,Right,3,4,4,High/High,76.0,82.0,75.0,84.0,46.0,75.0
193,Aitor,Aitor Fernández Abarisketa,29,1991-05-03,182,78,Spain,Levante UD,Spain Primera Division,1.0,83,83,31000,GK,Right,1,2,1,Medium/Medium,,,,,,
194,W. Zaha,Wilfried Zaha,27,1992-11-10,180,66,Ivory Coast,Crystal Palace,English Premier League,1.0,83,83,82000,"LM, CF",Right,2,3,5,Medium/Medium,90.0,75.0,72.0,87.0,34.0,75.0
195,C. Aránguiz,Charles Mariano Aránguiz Sandoval,31,1989-04-17,171,70,Chile,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,83,83,78000,"CDM, CM",Right,2,4,3,Medium/Medium,60.0,72.0,82.0,81.0,78.0,73.0
196,D. Tadić,Dušan Tadić,31,1988-11-20,181,76,Serbia,Ajax,Holland Eredivisie,1.0,83,83,30000,"CF, LW, CAM",Left,3,3,4,Medium/Medium,66.0,80.0,84.0,84.0,41.0,73.0
197,Sergi Roberto,Sergio Roberto Carnicer,28,1992-02-07,178,68,Spain,FC Barcelona,Spain Primera Division,1.0,83,83,175000,"RB, CM",Right,3,3,4,High/Medium,77.0,63.0,81.0,78.0,77.0,73.0
198,F. Acerbi,Francesco Acerbi,32,1988-02-10,192,88,Italy,Lazio,Italian Serie A,1.0,83,83,75000,CB,Left,2,3,3,Medium/High,62.0,50.0,62.0,63.0,86.0,83.0
199,Allan,Allan Marques Loureiro,29,1991-01-08,175,74,Brazil,Everton,English Premier League,1.0,83,83,115000,CM,Right,2,3,4,Medium/High,73.0,71.0,77.0,82.0,85.0,83.0
200,Lucas Moura,Lucas Rodrigues Moura da Silva,27,1992-08-13,174,70,Brazil,Tottenham Hotspur,English Premier League,1.0,83,83,120000,"RM, CF",Right,3,4,4,High/Medium,92.0,78.0,72.0,87.0,43.0,67.0
201,T. Hazard,Thorgan Hazard,27,1993-03-29,175,71,Belgium,Borussia Dortmund,German 1. Bundesliga,1.0,83,83,78000,"LM, RM, CF",Right,2,4,4,High/High,84.0,77.0,81.0,86.0,52.0,67.0
202,Portu,Cristian Portugués Manzanera,28,1992-05-21,167,66,Spain,Real Sociedad,Spain Primera Division,1.0,83,83,50000,"RW, RM, CF",Right,1,4,3,High/High,90.0,79.0,81.0,82.0,59.0,79.0
203,Jorginho,Luiz Frello Filho Jorge,28,1991-12-20,180,68,Italy,Chelsea,English Premier League,1.0,83,83,125000,"CM, CDM",Right,2,3,3,Medium/Medium,55.0,65.0,84.0,80.0,72.0,73.0
204,E. Višća,Edin Višća,30,1990-02-17,172,63,Bosnia Herzegovina,Medipol Başakşehir FK,Turkish Süper Lig,1.0,83,83,59000,RM,Right,2,4,4,High/Medium,88.0,77.0,79.0,82.0,47.0,64.0
205,Gerard Moreno,Gerard Moreno Balagueró,28,1992-04-07,180,77,Spain,Villarreal CF,Spain Primera Division,1.0,83,83,56000,"ST, RM, CF",Left,1,4,3,High/Medium,76.0,84.0,76.0,80.0,46.0,73.0
206,F. Kostić,Filip Kostić,27,1992-11-01,184,82,Serbia,Eintracht Frankfurt,German 1. Bundesliga,1.0,83,83,45000,"LM, LWB",Left,2,2,3,High/High,88.0,76.0,79.0,83.0,68.0,80.0
207,D. Zapata,Duván Esteban Zapata Banguera,29,1991-04-01,189,88,Colombia,Atalanta,Italian Serie A,1.0,83,83,87000,ST,Right,2,4,3,High/Medium,75.0,81.0,59.0,78.0,37.0,83.0
208,Rafa,Rafael Alexandre Fernandes Ferreira da Silva,27,1993-05-17,172,66,Portugal,SL Benfica,Portuguese Liga ZON SAGRES,1.0,83,83,23000,"LM, RM",Right,2,3,4,High/Medium,94.0,73.0,74.0,87.0,50.0,52.0
209,M. Dúbravka,Martin Dúbravka,31,1989-01-15,190,80,Slovakia,Newcastle United,English Premier League,1.0,83,83,47000,GK,Right,1,2,1,Medium/Medium,,,,,,
210,M. Acuña,Marcos Javier Acuña,28,1991-10-28,172,69,Argentina,Sevilla FC,Spain Primera Division,1.0,83,83,41000,"LB, LM",Left,2,3,4,High/High,76.0,74.0,82.0,86.0,78.0,82.0
211,Ronaldo Cabrais,Ronaldo Jailson Cabrais Petri,28,1992-02-29,177,75,Brazil,Grêmio,Campeonato Brasileiro Série A,1.0,83,83,49000,"CAM, RM",Right,1,4,4,Medium/Low,88.0,77.0,83.0,84.0,35.0,72.0
212,Reguilón,Sergio Reguilón Rodríguez,23,1996-12-16,178,68,Spain,Tottenham Hotspur,English Premier League,1.0,82,89,85000,"LB, LM",Left,1,3,3,High/Medium,85.0,55.0,73.0,78.0,78.0,70.0
213,Fabián,Fabián Ruiz Peña,24,1996-04-03,189,70,Spain,Napoli,Italian Serie A,1.0,82,88,70000,CM,Left,1,4,4,Medium/Medium,63.0,78.0,78.0,83.0,74.0,68.0
214,L. Hernández,Lucas Hernández Pi,24,1996-02-14,182,76,France,FC Bayern München,German 1. Bundesliga,1.0,82,87,70000,"CB, LB",Left,3,3,2,High/High,77.0,54.0,70.0,71.0,83.0,79.0
215,Rúben Neves,Rúben Diogo da Silva Neves,23,1997-03-13,180,80,Portugal,Wolverhampton Wanderers,English Premier League,1.0,82,87,89000,CM,Right,2,4,3,Low/High,61.0,75.0,84.0,77.0,71.0,73.0
216,G. Lo Celso,Giovani Lo Celso,24,1996-04-09,177,68,Argentina,Tottenham Hotspur,English Premier League,1.0,82,87,95000,"CM, CAM",Left,1,3,4,High/High,77.0,77.0,82.0,85.0,65.0,73.0
217,A. Areola,Alphonse Areola,27,1993-02-27,195,94,France,Fulham,English Premier League,1.0,82,86,93000,GK,Right,2,3,1,Medium/Medium,,,,,,
218,Kepa,Kepa Arrizabalaga Revuelta,25,1994-10-03,186,88,Spain,Chelsea,English Premier League,1.0,82,86,76000,GK,Right,2,4,1,Medium/Medium,,,,,,
219,M. Maignan,Mike Maignan,24,1995-07-03,191,91,France,LOSC Lille,French Ligue 1,1.0,82,86,31000,GK,Right,1,3,1,Medium/Medium,,,,,,
220,Marco Asensio,Marco Asensio Willemsen,24,1996-01-21,182,76,Spain,Real Madrid,Spain Primera Division,1.0,82,86,160000,"LW, RW",Left,3,3,4,High/Medium,79.0,80.0,81.0,83.0,43.0,61.0
221,K. Laimer,Konrad Laimer,23,1997-05-27,180,72,Austria,RB Leipzig,German 1. Bundesliga,1.0,82,86,53000,"CDM, CM, RB",Right,1,3,3,Medium/High,85.0,68.0,78.0,78.0,80.0,77.0
222,H. Maguire,Harry Maguire,27,1993-03-05,194,100,England,Manchester United,English Premier League,1.0,82,85,120000,CB,Right,2,3,2,High/High,50.0,53.0,69.0,71.0,82.0,85.0
223,Anderson Talisca,Anderson Souza Conceição,26,1994-02-01,190,80,Brazil,Guangzhou Evergrande Taobao FC,Chinese Super League,1.0,82,85,36000,"CAM, RW",Left,2,4,4,High/Low,80.0,82.0,81.0,83.0,54.0,75.0
224,A. Correa,Ángel Martín Correa,25,1995-03-09,171,70,Argentina,Atlético Madrid,Spain Primera Division,1.0,82,85,65000,"RM, ST",Right,1,4,4,High/Medium,84.0,80.0,75.0,87.0,54.0,70.0
225,G. Rulli,Gerónimo Rulli,28,1992-05-20,189,84,Argentina,Villarreal CF,Spain Primera Division,1.0,82,85,35000,GK,Right,3,3,1,Medium/Medium,,,,,,
226,N. Pépé,Nicolas Pépé,25,1995-05-29,183,73,Ivory Coast,Arsenal,English Premier League,1.0,82,85,98000,"RM, RW",Left,1,2,4,High/Medium,89.0,78.0,75.0,84.0,33.0,66.0
227,Marcos Llorente,Marcos Llorente Moreno,25,1995-01-30,184,74,Spain,Atlético Madrid,Spain Primera Division,1.0,82,85,65000,"CM, CF, RM",Right,1,3,3,High/High,84.0,74.0,79.0,81.0,78.0,82.0
228,M. Perin,Mattia Perin,27,1992-11-10,188,77,Italy,Genoa,Italian Serie A,1.0,82,84,20000,GK,Right,2,3,1,Medium/Medium,,,,,,
229,E. Can,Emre Can,26,1994-01-12,186,86,Germany,Borussia Dortmund,German 1. Bundesliga,1.0,82,84,72000,"CM, CDM",Right,2,4,3,Medium/High,74.0,78.0,79.0,80.0,83.0,87.0
230,Pacheco,Fernando Pacheco Flores,28,1992-05-18,186,81,Spain,Deportivo Alavés,Spain Primera Division,1.0,82,84,28000,GK,Left,1,2,1,Medium/Medium,,,,,,
231,David Soria,David Soria Solís,27,1993-04-04,192,85,Spain,Getafe CF,Spain Primera Division,1.0,82,84,30000,GK,Right,1,3,1,Medium/Medium,,,,,,
232,Morata,Álvaro Borja Morata Martín,27,1992-10-23,190,84,Spain,Atlético Madrid,Spain Primera Division,1.0,82,83,73000,ST,Right,3,4,3,High/High,80.0,80.0,71.0,81.0,31.0,77.0
233,Gabriel Paulista,Gabriel Armando de Abreu,29,1990-11-26,185,72,Brazil,Valencia CF,Spain Primera Division,1.0,82,83,46000,CB,Right,2,2,2,Low/High,68.0,49.0,71.0,65.0,84.0,83.0
234,N. Pope,Nick Pope,28,1992-04-19,200,76,England,Burnley,English Premier League,1.0,82,83,59000,GK,Right,1,3,1,Medium/Medium,,,,,,
235,L. Ocampos,Lucas Ariel Ocampos,25,1994-07-11,188,84,Argentina,Sevilla FC,Spain Primera Division,1.0,82,83,40000,"RW, LW",Right,2,3,4,High/High,82.0,83.0,78.0,83.0,63.0,84.0
236,M. Ginter,Matthias Ginter,26,1994-01-19,191,86,Germany,Borussia Mönchengladbach,German 1. Bundesliga,1.0,82,83,48000,CB,Right,3,3,2,Medium/Medium,61.0,58.0,70.0,65.0,85.0,78.0
237,D. Djené,Djené Dakonam Ortega,28,1991-12-31,178,72,Togo,Getafe CF,Spain Primera Division,1.0,82,83,39000,CB,Right,1,4,2,Medium/High,72.0,37.0,62.0,61.0,84.0,80.0
238,J. Pavlenka,Jiří Pavlenka,28,1992-04-14,196,81,Czech Republic,SV Werder Bremen,German 1. Bundesliga,1.0,82,83,32000,GK,Right,1,3,1,Medium/Medium,,,,,,
239,G. Buffon,Gianluigi Buffon,42,1978-01-28,192,92,Italy,Juventus,Italian Serie A,1.0,82,82,41000,GK,Right,4,2,1,Medium/Medium,,,,,,
240,Raúl Albiol,Raúl Albiol Tortajada,34,1985-09-04,187,74,Spain,Villarreal CF,Spain Primera Division,1.0,82,82,41000,CB,Right,3,3,2,Low/High,45.0,41.0,62.0,63.0,86.0,75.0
241,I. Rakitić,Ivan Rakitić,32,1988-03-10,184,78,Croatia,Sevilla FC,Spain Primera Division,1.0,82,82,39000,CM,Right,4,4,3,Medium/Medium,61.0,79.0,85.0,78.0,75.0,69.0
242,M. Özil,Mesut Özil,31,1988-10-15,180,71,Germany,Arsenal,English Premier League,1.0,82,82,100000,"CAM, RW",Left,4,2,4,Medium/Low,64.0,69.0,85.0,83.0,24.0,55.0
243,D. Payet,Dimitri Payet,33,1987-03-29,175,77,France,Olympique de Marseille,French Ligue 1,1.0,82,82,59000,"LW, CAM",Right,3,4,4,High/Low,70.0,79.0,84.0,85.0,39.0,67.0
244,L. Bender,Lars Bender,31,1989-04-27,185,78,Germany,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,82,82,72000,"RB, CDM, CM",Right,3,3,2,Medium/High,60.0,64.0,72.0,72.0,84.0,77.0
245,Sergio Asenjo,Sergio Asenjo Andrés,31,1989-06-28,189,87,Spain,Villarreal CF,Spain Primera Division,1.0,82,82,34000,GK,Right,2,3,1,Medium/Medium,,,,,,
246,Willian,Willian Borges da Silva,31,1988-08-09,175,77,Brazil,Arsenal,English Premier League,1.0,82,82,110000,"RW, LW, RM",Right,3,4,4,High/High,82.0,79.0,80.0,85.0,49.0,59.0
247,I. Perišić,Ivan Perišić,31,1989-02-02,186,80,Croatia,Inter,Italian Serie A,1.0,82,82,115000,"LM, LW",Left,3,5,4,Medium/Medium,79.0,81.0,78.0,78.0,62.0,76.0
248,F. Muslera,Néstor Fernando Muslera Micol,34,1986-06-16,190,74,Uruguay,Galatasaray SK,Turkish Süper Lig,1.0,82,82,64000,GK,Right,3,2,1,Medium/Medium,,,,,,
249,J. Boateng,Jérôme Boateng,31,1988-09-03,192,90,Germany,FC Bayern München,German 1. Bundesliga,1.0,82,82,82000,CB,Right,4,4,2,Medium/Medium,70.0,50.0,72.0,65.0,82.0,79.0
250,M. Arnautović,Marko Arnautović,31,1989-04-19,192,83,Austria,Shanghai SIPG FC,Chinese Super League,1.0,82,82,24000,ST,Right,3,4,4,Medium/Low,80.0,82.0,79.0,79.0,44.0,81.0
251,A. Kolarov,Aleksandar Kolarov,34,1985-11-10,187,81,Serbia,Inter,Italian Serie A,1.0,82,82,105000,LB,Left,2,3,3,High/Medium,68.0,74.0,81.0,76.0,82.0,77.0
252,A. Ramsey,Aaron Ramsey,29,1990-12-26,183,76,Wales,Juventus,Italian Serie A,1.0,82,82,98000,"CM, CAM",Right,3,3,3,High/High,68.0,77.0,79.0,80.0,68.0,73.0
253,Canales,Sergio Canales Madrazo,29,1991-02-16,176,65,Spain,Real Betis,Spain Primera Division,1.0,82,82,36000,"CM, LM, RM",Left,2,3,4,High/Medium,78.0,80.0,83.0,83.0,65.0,68.0
254,D. Blind,Daley Blind,30,1990-03-09,180,72,Netherlands,Ajax,Holland Eredivisie,1.0,82,82,23000,"CB, CDM, LB",Left,3,3,3,High/Medium,54.0,65.0,81.0,78.0,83.0,73.0
255,Mário Fernandes,Mário Figueira Fernandes,29,1990-09-19,187,80,Russia,PFC CSKA Moscow,Russian Premier League,1.0,82,82,500,"RWB, RM",Right,2,3,3,High/Medium,82.0,61.0,74.0,79.0,79.0,79.0
